name,description,target_amount,minbudget,maxbudget,datedebut,datefin,progress,status,objectivetype,isStatic,completed
Mention one.,"Health able movement entire. Wrong however top almost level record growth travel.
Seem property subject determine debate boy that.
Response lose whether finish. Same reveal piece despite team.",92492,46246,138738,2025-03-03,2025-08-16,79.23823586167074,Failed,BUDGET,False,0
Identify travel involve.,"Marriage year strategy for factor move carry. Control contain well people current free establish.
Last food street Mrs for. Level lose strong economy final again individual.",30787,15393,46180,2024-06-25,2025-07-24,81.76757580569442,Completed,TAX_OPTIMIZATION,False,1
News these.,Draw environment hold sister field radio both. Local west and full series shoulder grow. Training trip meeting current against.,44512,22256,66768,2025-02-12,2025-04-29,63.6173450191153,Completed,INVESTMENT,True,1
Voice go.,"Draw arrive most moment among be. From member Congress of instead a. Several bring TV attention over finish although.
Student image run beyond. Recently culture usually set case low degree main.",84263,42131,126394,2024-10-10,2026-03-23,93.0781330457223,InProgress,CASH_FLOW,False,1
All back.,"Your building break stay whose work. Go mention than then.
After want high anything month traditional position both. That Mr general animal oil on same.",42876,21438,64314,2024-12-28,2025-10-22,80.89786625993108,InProgress,DEBT_MANAGEMENT,False,0
Rule should.,"Community agency including require executive case. Join know responsibility decide reduce early sister.
Amount story vote phone range save. Who imagine they. Ask truth administration phone smile his.",13618,6809,20427,2024-11-07,2025-06-04,77.70995241395067,InProgress,PROFIT_MARGIN,True,0
Through discover.,Politics or effect how audience air. Remain two team fund indicate both price animal. Always full training clearly.,48232,24116,72348,2025-01-11,2025-01-16,87.74140369384978,InProgress,TAX_OPTIMIZATION,False,1
Run include hospital power.,Receive for ok perform explain everybody. History design ability thousand loss size. Research easy ask catch benefit parent beat. Shoulder easy summer hear far.,80009,40004,120013,2024-03-06,2025-06-19,84.09234305002802,Failed,COST_REDUCTION,True,0
Fill onto interest.,"Peace prove between too. Statement white positive focus appear without assume method. Its enjoy full anything however task vote.
Tonight author first indicate TV decide. Cost never career allow.",86748,43374,130122,2023-08-30,2025-02-26,56.771364474871625,Failed,INVESTMENT,True,1
Mouth allow.,"Between learn talk happy join. Out language play.
Customer suggest next success research study news. Big those response edge likely. Successful your large character character.",79211,39605,118816,2024-07-01,2024-10-18,52.8545052513577,InProgress,REVENUE_GROWTH,False,1
Health road high.,Product else everybody subject research. Administration something international kind involve end.,38115,19057,57172,2024-02-08,2026-01-13,62.657958794045086,Completed,REVENUE_GROWTH,False,1
State authority.,Sport moment short despite consider rest. Fund surface risk little think after building.,82613,41306,123919,2023-06-08,2023-10-17,83.50930577452664,Completed,DEBT_MANAGEMENT,True,0
Game green.,"Identify why for people lot apply. View person buy team chair.
Not eat shoulder budget. Pay hour organization create individual. Room young quite stock red international show.",26918,13459,40377,2023-05-09,2025-01-08,1.1192817141713718,Completed,EXPENSE_CONTROL,False,0
Bit Mrs half.,"Message building TV western. Source before animal trial.
Past hundred however write window hear. Dark however notice throughout parent arrive off. Staff management apply answer.",57797,28898,86695,2023-11-16,2024-07-07,25.757074095196753,Completed,TAX_OPTIMIZATION,True,0
Upon management protect.,"Plant which next wide professional. Trip game front quality represent friend. Man attack station.
Television voice clear moment popular site by. Conference discuss science.",80724,40362,121086,2024-01-27,2024-12-06,96.70749554001245,Completed,TAX_OPTIMIZATION,True,1
Radio though too.,"Summer air director east draw home matter feeling. Teacher federal outside wall just establish. Long part medical argue crime perhaps.
Paper try technology Republican important.",89533,44766,134299,2023-08-19,2024-01-10,1.9579956828286726,Failed,EXPENSE_CONTROL,False,0
Interview another.,Full important war political not. There understand sense in deal hope firm. Billion something person network.,57584,28792,86376,2024-09-27,2025-12-12,55.04841334426073,Failed,TAX_OPTIMIZATION,False,0
Buy notice clear western.,Music talk former fill seat. Letter become analysis of. Exactly risk my town player.,47531,23765,71296,2024-02-26,2025-11-02,63.36492878522535,Failed,INVESTMENT,False,0
Race pretty always.,Join half everything suggest item letter mission. Space environmental discuss line home myself. So support population off time.,17911,8955,26866,2025-01-22,2025-08-17,55.113515320162485,Failed,TAX_OPTIMIZATION,True,1
Network action.,"Evidence finally coach western enough. Heavy peace data discover.
Material himself since same special speak board.",76043,38021,114064,2024-11-28,2025-04-03,76.06725478796426,InProgress,REVENUE_GROWTH,True,1
Few positive care.,"Son could operation consumer. Together effort other television.
Or century list value test agent. Others stuff woman world everyone event dinner. Up reality cultural game become though.",56299,28149,84448,2025-04-02,2025-06-19,65.05316956305704,InProgress,CASH_FLOW,False,0
Blue.,Kid memory ball live doctor step learn law. Tax anything likely shoulder beyond success source. His offer all evening.,16950,8475,25425,2023-10-03,2025-04-02,50.69341323021814,Failed,CASH_FLOW,True,0
Take.,Although century yard rather. Fast term movie reality green Republican sure provide. Least partner more difficult. Wear couple soon issue five name.,59235,29617,88852,2024-03-23,2024-11-18,85.422135765583,Completed,REVENUE_GROWTH,True,0
Memory blue where.,Over bring despite bill. Would sometimes business necessary whatever improve important. Decision admit many cover.,9777,4888,14665,2025-03-23,2025-08-13,15.261338141371128,Completed,TAX_OPTIMIZATION,True,0
Perhaps wish newspaper.,Situation true race sport sister writer tonight. Feel social kid.,78422,39211,117633,2023-09-13,2023-10-28,52.905254524824464,Completed,BUDGET,True,1
A old.,"Available whatever see return grow myself section. Month although according difference charge area should.
All main often mean from break father mind. Kid defense order rich house.",45838,22919,68757,2024-02-28,2025-12-15,3.319270481479275,Completed,DEBT_MANAGEMENT,False,0
Specific present.,"Base book like usually because military magazine. Case claim recent begin financial data generation. Example effect or.
Class record hot teach pick later. Collection energy yard size source.",34115,17057,51172,2024-01-02,2024-12-09,50.69158477025485,Failed,DEBT_MANAGEMENT,False,0
Fire cold.,"Resource foot read tell. World morning maybe something expect realize prepare.
We be marriage as look make security. Eye cell tree price subject shoulder thus.",36926,18463,55389,2025-01-28,2026-03-17,35.954170347453825,Completed,REVENUE_GROWTH,False,0
Never situation.,"Type executive put side range song member. Modern beat page somebody quickly.
Weight human always research these central animal. Low up especially generation life.",7504,3752,11256,2023-10-16,2025-07-16,7.3538025231073885,InProgress,DEBT_MANAGEMENT,True,0
Skill value.,"Her pressure environment hundred window politics. Set get contain rest stage.
Lose American there pretty season. Similar pull benefit issue woman. Use interview score product art analysis concern.",72322,36161,108483,2024-04-10,2025-05-09,43.021010016707926,Failed,CASH_FLOW,True,0
Movie community.,"Camera save structure theory. Financial current suddenly approach determine for put.
Nation what of walk way water apply itself. Agent issue positive add government share.",94653,47326,141979,2024-10-07,2025-11-23,80.86260647958599,InProgress,TAX_OPTIMIZATION,True,0
When.,Learn occur rule able. Put next cell station. Coach history high place threat.,35837,17918,53755,2024-01-18,2024-08-29,45.92034589742128,Failed,TAX_OPTIMIZATION,False,0
Seven reason.,"Prevent through town change. Process finally such outside attorney.
Weight gun build sister. Example give shoulder very property fish commercial. Lay serious show parent.",29502,14751,44253,2023-07-16,2025-09-11,7.305737577870374,InProgress,INVESTMENT,True,0
But step watch.,"Into reach anyone. Night language continue increase their.
Over loss realize. Per environment employee any personal throw.",58510,29255,87765,2024-05-30,2025-09-15,90.8530341122912,Failed,TAX_OPTIMIZATION,True,0
Knowledge attack.,Dinner group tonight say analysis everyone today usually.,11309,5654,16963,2024-11-28,2025-04-21,92.67953788221295,Failed,TAX_OPTIMIZATION,False,1
Perform company hard.,"Wrong company me.
Method behavior knowledge road century can. Under lay conference deal culture themselves when tax.
Responsibility question budget start realize. Front despite direction hair no.",77000,38500,115500,2025-02-19,2025-05-02,94.68807879746176,Failed,INVESTMENT,True,1
Share television.,"Sell mouth project development old report statement. Trial budget whose build foot.
Travel order wall point. Foreign society idea whom compare.",10402,5201,15603,2024-06-06,2025-10-10,52.44358045812625,Failed,PROFIT_MARGIN,False,1
Quality matter respond here.,"Public Democrat pretty suddenly.
Affect establish culture most. Standard whom another century.",33997,16998,50995,2025-01-28,2026-04-09,85.94649394810426,Completed,INVESTMENT,True,0
Play computer into director.,"Left loss large ten by music reach billion. Life natural build PM.
Full start tough ahead. Officer of Congress than face edge. Above shoulder thousand yes.",74458,37229,111687,2023-12-09,2024-09-12,57.67511069249055,Failed,EXPENSE_CONTROL,False,1
Tonight nothing.,"School think girl forget although. Strategy near score will sport game respond. Responsibility stuff back else adult do.
Material difference suddenly dinner. Truth head show mouth.",14552,7276,21828,2023-05-29,2024-11-29,67.82622411127454,Completed,COST_REDUCTION,True,1
Game father.,"Article individual her student gas water focus citizen. Open parent cover.
Picture same reflect create once.",31306,15653,46959,2023-05-09,2025-07-04,60.87535470307386,InProgress,EXPENSE_CONTROL,True,1
Argue election.,Until doctor from. Risk near box himself purpose case son subject. Why computer peace political recently blood field.,80323,40161,120484,2023-07-18,2025-09-08,94.49804747976911,Completed,DEBT_MANAGEMENT,False,1
General book poor.,"Beyond these record story minute.
Old item wide. Actually stage financial air produce side he.",53591,26795,80386,2025-03-28,2026-01-23,63.81432625458395,Completed,COST_REDUCTION,True,0
Relationship safe.,"Go sound use. Eye force when order. Hospital prepare father who over media.
Particularly end share public large kind. Early moment whether certain activity traditional soldier.",2582,1291,3873,2023-06-29,2025-01-18,83.1503228903182,InProgress,TAX_OPTIMIZATION,False,0
